id,given_name,family_name,name,image,identifiers,sources,memberships
nrsr:person:668,Stanislav,Kubánek,Stanislav Kubánek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=668&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""668""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=668""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:671,Ján,Kvorka,Ján Kvorka,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=671&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""671""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=671""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1189,Marek,Lackovič,Marek Lackovič,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1189&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1189""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1189""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1081,Ľubica,Laššáková,Ľubica Laššáková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1081&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1081""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1081""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1037,Vladimír,Ledecký,Vladimír Ledecký,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1037&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1037""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1037""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1200,Boleslav,Lešo,Boleslav Lešo,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1200&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1200""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1200""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1199,Adam,Lučanský,Adam Lučanský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1199&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1199""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1199""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:733,Michal,Lukša,Michal Lukša,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=733&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""733""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=733""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1134,Darina,Luščíková,Darina Luščíková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1134&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1134""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1134""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1152,Pavel,Ľupták,Pavel Ľupták,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1152&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1152""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1152""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2023-11-14"", ""end_date"": ""2024-10-22""}, {""id"": ""nrsr:org:nezavisli"", ""name"": ""Nezávislí"", ""start_date"": ""2024-10-22"", ""end_date"": """"}]}"
nrsr:person:1223,Vladimír,Macášek,Vladimír Macášek,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1223&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1223""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1223""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2025-11-25"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1211,Zdenka,Mačicová,Zdenka Mačicová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1211&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1211""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1211""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1184,František,Majerský,František Majerský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1184&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1184""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1184""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2023-11-14"", ""end_date"": """"}]}"
nrsr:person:1178,Milan,Majerský,Milan Majerský,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1178&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1178""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1178""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2023-11-14"", ""end_date"": """"}]}"
nrsr:person:1173,Roman,Malatinec,Roman Malatinec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1173&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1173""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1173""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2025-02-04""}, {""id"": ""nrsr:org:nezavisli"", ""name"": ""Nezávislí"", ""start_date"": ""2025-02-04"", ""end_date"": """"}]}"
nrsr:person:1042,Vladimíra,Marcinková,Vladimíra Marcinková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1042&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1042""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1042""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:6"", ""name"": ""Klub Sloboda a Solidarita"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1159,Zuzana,Matejičková,Zuzana Matejičková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1159&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1159""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1159""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:808,Igor,Matovič,Igor Matovič,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=808&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""808""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=808""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1156,Ján,Mažgút,Ján Mažgút,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1156&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1156""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1156""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1204,Jaroslav,Mego,Jaroslav Mego,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1204&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1204""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1204""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1130,Zuzana,Mesterová,Zuzana Mesterová,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1130&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1130""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1130""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1149,Roman,Michelko,Roman Michelko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1149&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1149""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1149""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:92,František,Mikloško,František Mikloško,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=92&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""92""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=92""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2023-11-14"", ""end_date"": """"}]}"
nrsr:person:1046,Roman,Mikulec,Roman Mikulec,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1046&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1046""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1046""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:322,Dušan,Muňko,Dušan Muňko,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=322&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""322""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=322""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2024-10-22""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2024-10-23"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:7"", ""name"": ""Klub Slovenská národná strana"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:899,Peter,Náhlik,Peter Náhlik,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=899&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""899""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=899""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1212,Natália,Nash,Natália Nash,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1212&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1212""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1212""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-12-06"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1196,Alena,Nováková,Alena Nováková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1196&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1196""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1196""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:1"", ""name"": ""Klub HLAS - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1225,Gabriel,Paľa,Gabriel Paľa,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1225&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1225""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1225""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:2"", ""name"": ""Klub KDH"", ""start_date"": ""2026-04-16"", ""end_date"": """"}]}"
nrsr:person:962,Simona,Petrík,Simona Petrík,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=962&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""962""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=962""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:900,František,Petro,František Petro,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=900&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""900""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=900""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1116,Lucia,Plaváková,Lucia Plaváková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1116&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1116""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1116""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:3"", ""name"": ""Klub Progresívne Slovensko"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1194,Zuzana,Plevíková,Zuzana Plevíková,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1194&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1194""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1194""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:685,Ján,Podmanický,Ján Podmanický,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=685&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""685""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=685""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:5"", ""name"": ""Klub SMER - sociálna demokracia"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
nrsr:person:1088,Peter,Pollák,Peter Pollák,https://www.nrsr.sk/web/dynamic/PoslanecPhoto.aspx?PoslanecID=1088&ImageWidth=140,"[{""scheme"": ""nrsr"", ""identifier"": ""1088""}]","[{""url"": ""https://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1088""}]","{""parliament"": [{""id"": ""nrsr:org:13"", ""name"": ""Národná rada Slovenskej republiky"", ""start_date"": ""2023-10-25"", ""end_date"": """"}], ""groups"": [{""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2023-11-14"", ""end_date"": ""2026-06-02""}, {""id"": ""nrsr:org:club:4"", ""name"": ""Klub SLOVENSKO - ZA ĽUDÍ"", ""start_date"": ""2026-06-02"", ""end_date"": """"}]}"
