person_id,name,given_names,family_names,group,candidate_list,constituency,dim1,dim2,dim3,weight,included
nrsr:person:1223,Vladimír Macášek,Vladimír,Macášek,Klub SMER - sociálna demokracia,,,-0.841005618360297,0.6706304120345441,-0.011975583031260187,0.21670006359414937,True
nrsr:person:1224,Monika Kolejáková,Monika,Kolejáková,Klub KDH,,,0.9889333478082776,-0.8261569924604201,-0.006822718914966328,0.13708738796030767,True
nrsr:person:1225,Gabriel Paľa,Gabriel,Paľa,Klub KDH,,,0.9952073594572811,-0.8470862059741402,0.09500577066848213,0.056808773592829466,False
nrsr:person:147,Anna Záborská,Anna,Záborská,Klub SLOVENSKO - ZA ĽUDÍ,,,1.0042499186485985,0.47985073174918147,-0.31815281569546205,0.4084304244009552,True
nrsr:person:233,Jaroslav Baška,Jaroslav,Baška,Klub SMER - sociálna demokracia,,,-0.8556338747698001,0.020750527548608972,0.004661245430966353,0.9534982781584096,True
nrsr:person:238,Juraj Blanár,Juraj,Blanár,,,,0.0,0.0,0.0,0.0,False
nrsr:person:271,Robert Kaliňák,Robert,Kaliňák,,,,0.0,0.0,0.0,0.0,False
nrsr:person:293,Ľubomír Vážny,Ľubomír,Vážny,Klub SMER - sociálna demokracia,,,-0.8492087958244757,0.02118920697719597,0.002088056720161228,0.9813957115945334,True
nrsr:person:322,Dušan Muňko,Dušan,Muňko,Klub SMER - sociálna demokracia,,,-0.8526271642690263,0.009714900375220145,0.006176128617347957,0.9594257328325795,True
nrsr:person:36,Vladimír Faič,Vladimír,Faič,Klub SMER - sociálna demokracia,,,-0.8539440842960232,0.016980914068178768,0.007085846913928306,0.9729724865312394,True
nrsr:person:40,Robert Fico,Robert,Fico,,,,0.0,0.0,0.0,0.0,False
nrsr:person:61,Dušan Jarjabek,Dušan,Jarjabek,Klub SMER - sociálna demokracia,,,-0.8585443858477559,0.01657460487697966,0.00010723813826693172,0.9841014626654351,True
nrsr:person:656,Dušan Galis,Dušan,Galis,Klub SMER - sociálna demokracia,,,-0.8545317481106507,0.023349850010354428,0.003456522591359463,0.9946724901309081,True
nrsr:person:668,Stanislav Kubánek,Stanislav,Kubánek,Klub SMER - sociálna demokracia,,,-0.8535376178393569,0.01630343169819798,0.0014753517857798277,0.9965743151630052,True
nrsr:person:671,Ján Kvorka,Ján,Kvorka,Klub SMER - sociálna demokracia,,,-0.85724197797144,0.016676446371916953,0.0022792903797713123,0.9948704719165838,True
nrsr:person:682,Peter Pellegrini,Peter,Pellegrini,Klub HLAS - sociálna demokracia,,,-0.6998515037056662,-0.5933039848706032,0.19926503328169115,0.1376033404926747,True
nrsr:person:685,Ján Podmanický,Ján,Podmanický,Klub SMER - sociálna demokracia,,,-0.8559882947830083,0.016898072324683638,-0.004232216576112169,0.9885470536710624,True
nrsr:person:689,Ján Richter,Ján,Richter,Klub SMER - sociálna demokracia,,,-0.8560680551718065,0.015383019935283834,-0.0006124727575835459,0.9847913991912746,True
